dataset,outer_fold,model,selected_params,inner_macro_f1,inner_accuracy,outer_accuracy,outer_macro_f1,correct,total,features,selection_seconds,fit_seconds,prediction_seconds,tree_depth,tree_leaves,tree_nodes
Glass,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.716342679717859,0.7239583333333334,0.6363636363636364,0.45138888888888884,14,22,39,0.13585601799968572,0.0007398009984171949,0.0001116559997171862,5,17,33
Glass,4,Logistic,"{""C"": 10.0}",0.7112158776032335,0.71875,0.5909090909090909,0.4246031746031746,13,22,39,0.14665031399999862,0.013509628000974772,0.00010679899969545659,,,
Glass,4,BernoulliNB,"{""alpha"": 0.1}",0.680957346352054,0.6927083333333334,0.6818181818181818,0.5107142857142857,15,22,39,0.038459863999378285,0.0016347329983545933,0.0001957120002771262,,,
Glass,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.7231603760311343,0.7604166666666666,0.6363636363636364,0.45833333333333326,14,22,39,1.6569070019995706,0.10988129199904506,0.02363824299936823,,,
Glass,5,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.6003743550268482,0.6891025641025642,0.6666666666666666,0.46349206349206346,14,21,40,0.13286451599924476,0.0007355549987551058,0.00010894199840549845,5,18,35
Glass,5,Logistic,"{""C"": 10.0}",0.545086939884294,0.6582532051282052,0.7142857142857143,0.47500000000000003,15,21,40,0.202955879000001,0.013824517000102787,0.00011604300016188063,,,
Glass,5,BernoulliNB,"{""alpha"": 0.01}",0.6369652584926614,0.7205929487179487,0.6666666666666666,0.4093137254901961,14,21,40,0.03346869400047581,0.0008009419998415979,0.0002152500001102453,,,
Glass,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6111931269991366,0.7255608974358975,0.7142857142857143,0.49867724867724866,15,21,40,1.819494448000114,0.21464118100084306,0.02769867200004228,,,
Glass,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.6228803050666135,0.6530448717948718,0.6666666666666666,0.6819444444444445,14,21,40,0.1327317180002865,0.0008062500000960426,0.00011706399891409092,5,18,35
Glass,6,Logistic,"{""C"": 10.0}",0.6030598829511873,0.652724358974359,0.6190476190476191,0.5416666666666666,13,21,40,0.13254826499905903,0.011903007000000798,9.630299973650835e-05,,,
Glass,6,BernoulliNB,"{""alpha"": 0.1}",0.6652591942323625,0.7095352564102564,0.6666666666666666,0.7839366515837104,14,21,40,0.02181161500084272,0.0005499689996213419,0.00016436500118288677,,,
Glass,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6235267092945435,0.6732371794871795,0.8571428571428571,0.7916666666666666,18,21,40,3.5641444160009996,0.3615988439996727,0.03146401100093499,,,
Glass,7,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.6129324023625777,0.6681089743589744,0.6190476190476191,0.5222222222222223,13,21,39,0.13677576699956262,0.0007774269997753436,0.00010866200136661064,5,21,41
Glass,7,Logistic,"{""C"": 100.0}",0.6640068173700048,0.7411057692307693,0.5238095238095238,0.5381701631701632,11,21,39,0.3241592579997814,0.031758578999870224,0.00012526600039564073,,,
Glass,7,BernoulliNB,"{""alpha"": 0.01}",0.6546256788092513,0.704647435897436,0.6190476190476191,0.5567765567765568,13,21,39,0.02142728200124111,0.0006025769998814212,0.00031640099950891454,,,
Glass,7,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6585510500496494,0.7254807692307693,0.7142857142857143,0.5816993464052288,15,21,39,1.9403487409999798,0.12773812500017812,0.023114683001040248,,,
Glass,8,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.5942334271665245,0.6427083333333333,0.7142857142857143,0.6222527472527473,15,21,39,0.1341989709999325,0.0009237449994543567,0.00011129599988635164,10,49,97
Glass,8,Logistic,"{""C"": 100.0}",0.5833981289778393,0.6844551282051282,0.7619047619047619,0.7523809523809524,16,21,39,0.19162749800125312,0.01921862500057614,0.00010649800060491543,,,
Glass,8,BernoulliNB,"{""alpha"": 0.1}",0.6623517786561265,0.7312500000000001,0.8571428571428571,0.8244810744810745,18,21,39,0.02157923800041317,0.0005569389995798701,0.0001667079995968379,,,
Glass,8,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6266864940421848,0.735897435897436,0.9047619047619048,0.9095238095238095,19,21,39,1.6918903869991482,0.13619994000146107,0.025084585999138653,,,
Glass,9,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.6149839086168087,0.6474358974358975,0.6666666666666666,0.6581196581196581,14,21,40,0.1333626270006789,0.0009417310011485824,0.00011300799997115973,10,60,119
Glass,9,Logistic,"{""C"": 1.0}",0.6504661449454282,0.7458333333333332,0.7142857142857143,0.5222222222222223,15,21,40,0.2714900500013755,0.005796797999209957,9.105500066652894e-05,,,
Glass,9,BernoulliNB,"{""alpha"": 0.1}",0.6820669901361852,0.7306089743589744,0.6666666666666666,0.5619047619047619,14,21,40,0.021550434999880963,0.000556237999262521,0.0001679800006968435,,,
Glass,9,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6570804369006417,0.7044871794871795,0.7619047619047619,0.5426587301587301,16,21,40,1.8424157480003487,0.11840415300139284,0.02303899199978332,,,
Glass,10,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.6009777749474398,0.6578525641025641,0.5714285714285714,0.402020202020202,12,21,40,0.13176161400042474,0.000977595000222209,0.00015189599980658386,10,54,107
Glass,10,Logistic,"{""C"": 10.0}",0.5904746965768028,0.6943910256410257,0.7619047619047619,0.6842634489693312,16,21,40,0.1651887070001976,0.013758748000327614,0.00010981399827869609,,,
Glass,10,BernoulliNB,"{""alpha"": 1.0}",0.5831818373636474,0.6892628205128205,0.7619047619047619,0.669047619047619,16,21,40,0.021085252999910153,0.0005542250000871718,0.00016790000154287554,,,
Glass,10,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.633129934698562,0.7254006410256411,0.8095238095238095,0.7123015873015873,17,21,40,1.8074385489999258,0.12080653800148866,0.023372847999780788,,,
Heart,1,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.3206435875785721,0.5441595441595443,0.6129032258064516,0.3754954954954955,19,31,45,0.14217416199971922,0.0014749349993508076,0.00012039899957017042,10,106,211
Heart,1,Logistic,"{""C"": 100.0}",0.32610789168974136,0.5365893365893366,0.5806451612903226,0.24842105263157893,18,31,45,0.28034747899982904,0.04033926600095583,0.00012776000039593782,,,
Heart,1,BernoulliNB,"{""alpha"": 0.1}",0.37929703724472613,0.5624745624745625,0.5483870967741935,0.30303030303030304,17,31,45,0.02160786099921097,0.0005777300011686748,0.00022006699873600155,,,
Heart,1,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.3003493768370694,0.5623524623524623,0.6129032258064516,0.2984210526315789,19,31,45,1.7874034979995486,0.11440964199937298,0.01264775500021642,,,
Heart,2,CART,"{""ccp_alpha"": 0.0, ""max_depth"": null, ""min_samples_leaf"": 1}",0.3680963024691493,0.5663003663003664,0.4838709677419355,0.23746031746031745,15,31,43,0.14613079100126924,0.0017335599986836314,0.0001535379997221753,14,112,223
Heart,2,Logistic,"{""C"": 100.0}",0.3464617756044539,0.5846967846967847,0.5806451612903226,0.2893366093366094,18,31,43,0.3066994109994994,0.03513294200092787,0.00012364399844955187,,,
Heart,2,BernoulliNB,"{""alpha"": 0.01}",0.3273301052976305,0.5661782661782662,0.5483870967741935,0.29803921568627445,17,31,43,0.02123150099941995,0.0005718709999200655,0.00016963199959718622,,,
Heart,2,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.31952250544818256,0.591941391941392,0.5483870967741935,0.21714285714285717,17,31,43,1.7502931729995908,0.12375347899978806,0.012798460000340128,,,
Heart,3,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 10}",0.3506783566393959,0.6251119251119251,0.5806451612903226,0.24410256410256412,18,31,45,0.14480365099916526,0.000964114999078447,0.00011563200132513884,5,19,37
Heart,3,Logistic,"{""C"": 10.0}",0.30579768102345134,0.5625559625559625,0.6129032258064516,0.3935353535353535,19,31,45,0.40249290999963705,0.02200486199944862,0.00010502700024517253,,,
Heart,3,BernoulliNB,"{""alpha"": 0.01}",0.2846867850121508,0.5478632478632479,0.5806451612903226,0.3686868686868686,18,31,45,0.02319892999912554,0.0006571980011358391,0.00017198599925905,,,
Heart,3,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.2839419853374588,0.5809116809116809,0.4838709677419355,0.33190476190476187,15,31,45,1.806818936000127,0.11921004699979676,0.02378170200063323,,,
Heart,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": null, ""min_samples_leaf"": 1}",0.4007208472396974,0.5677655677655679,0.5666666666666667,0.4607142857142857,17,30,45,0.14753715899860254,0.0015068429984239629,0.00012016900109301787,14,118,235
Heart,4,Logistic,"{""C"": 100.0}",0.36683699102437467,0.5567765567765569,0.6,0.31130952380952376,18,30,45,0.3865252239993424,0.06960156500099401,0.000198275000002468,,,
Heart,4,BernoulliNB,"{""alpha"": 1.0}",0.36576941439480143,0.5677655677655679,0.6333333333333333,0.439514652014652,19,30,45,0.06012656200073252,0.0005887959996471182,0.00017408999883627985,,,
Heart,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.34229025522403805,0.5860805860805861,0.5666666666666667,0.21777777777777776,17,30,45,1.937224100000094,0.12654959599967697,0.02381671799957985,,,
Heart,5,CART,"{""ccp_alpha"": 0.0, ""max_depth"": null, ""min_samples_leaf"": 1}",0.3181874168716274,0.5201465201465202,0.43333333333333335,0.28376068376068375,13,30,45,0.14306681999914872,0.001478830999985803,0.00011856600031023845,15,115,229
Heart,5,Logistic,"{""C"": 10.0}",0.3038557765389787,0.5347985347985348,0.5,0.30666666666666664,15,30,45,0.24847496999973373,0.06834475399955409,0.00015426999925693963,,,
Heart,5,BernoulliNB,"{""alpha"": 1.0}",0.32325251071933,0.5677655677655679,0.4666666666666667,0.25007680491551454,14,30,45,0.04378822499893431,0.004663841998990392,0.00020997299907321576,,,
Heart,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.30547201702970744,0.5421245421245421,0.6,0.3427197802197802,18,30,45,1.7346741759993165,0.12798991899944667,0.023954509000759572,,,
Heart,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.35457718773707,0.5750915750915752,0.5666666666666667,0.3021978021978022,17,30,45,0.15002682900012587,0.0010697829984565033,0.00012096000136807561,5,26,51
Heart,6,Logistic,"{""C"": 100.0}",0.35832604877954327,0.5641025641025641,0.5333333333333333,0.24888888888888888,16,30,45,0.44041957999979786,0.02978866199919139,0.0001353919997200137,,,
Heart,6,BernoulliNB,"{""alpha"": 0.1}",0.3850542084204358,0.5970695970695971,0.4666666666666667,0.20294117647058824,14,30,45,0.0391307619993313,0.0006162270001368597,0.0001724760004435666,,,
Heart,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.3208965840132589,0.5750915750915752,0.6333333333333333,0.403030303030303,19,30,45,1.7594015499998932,0.11767060100100935,0.02310234499964281,,,
Heart,7,CART,"{""ccp_alpha"": 0.0, ""max_depth"": null, ""min_samples_leaf"": 1}",0.35111628752405455,0.5421245421245421,0.6666666666666666,0.46439393939393947,20,30,45,0.15483396500167146,0.0015519799999310635,0.00012595800035342108,14,114,227
Heart,7,Logistic,"{""C"": 10.0}",0.29963515189901996,0.5567765567765568,0.5666666666666667,0.25555555555555554,17,30,45,0.4887942999994266,0.04586161000042921,0.00015120500029297546,,,
Heart,7,BernoulliNB,"{""alpha"": 1.0}",0.38186440451146336,0.5714285714285715,0.6333333333333333,0.31823529411764706,19,30,45,0.02322354600073595,0.0005797429985250346,0.00017221599955519196,,,
Heart,7,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.32347190339267307,0.5860805860805861,0.5333333333333333,0.16842105263157894,16,30,45,1.81365290299982,0.1263264879999042,0.023082556001099874,,,
Heart,8,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.3378266291514214,0.5347985347985348,0.4666666666666667,0.2788505747126437,14,30,45,0.1498893850002787,0.0015527109990216559,0.00014722900050401222,10,96,191
Heart,8,Logistic,"{""C"": 1.0}",0.3240155836234017,0.5824175824175825,0.5333333333333333,0.22205882352941178,16,30,45,0.35392275400045037,0.015305721000913763,9.781500011740718e-05,,,
Heart,8,BernoulliNB,"{""alpha"": 1.0}",0.3522578904786177,0.5677655677655679,0.5333333333333333,0.23649122807017547,16,30,45,0.023521249000623357,0.0007023649995971937,0.00019066399909206666,,,
Heart,8,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.3191167006101329,0.5677655677655677,0.5,0.20444444444444443,15,30,45,1.900745074999577,0.11659799500012014,0.022726365999915288,,,
Heart,9,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.3332443623258423,0.5457875457875457,0.43333333333333335,0.14054054054054055,13,30,44,0.1418499890005478,0.0014122420016065007,0.00012085000162187498,10,94,187
Heart,9,Logistic,"{""C"": 100.0}",0.3076784394803292,0.5457875457875457,0.5333333333333333,0.20980392156862746,16,30,44,0.2832224469984794,0.02773592199991981,0.00011052400077460334,,,
Heart,9,BernoulliNB,"{""alpha"": 0.1}",0.32972807105040913,0.5567765567765567,0.5,0.19547511312217195,15,30,44,0.03520517900142295,0.00056674400002521,0.000167408999914187,,,
Heart,9,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.34182551149114615,0.5787545787545788,0.5666666666666667,0.22124542124542126,17,30,44,1.7469435930015607,0.12313680200168164,0.02316427699952328,,,
Heart,10,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.34538927353580157,0.5421245421245421,0.5666666666666667,0.3218300653594771,17,30,45,0.14556225500018627,0.0014753060004295548,0.00012087899995094631,10,105,209
Heart,10,Logistic,"{""C"": 1.0}",0.33433780917939265,0.5860805860805861,0.5333333333333333,0.2591503267973856,16,30,45,0.2771637040004862,0.009863601000688504,9.324900020146742e-05,,,
Heart,10,BernoulliNB,"{""alpha"": 0.1}",0.3541850520421949,0.575091575091575,0.5,0.2511111111111111,15,30,45,0.021530395999434404,0.0005738740001106635,0.00016692899953341112,,,
Heart,10,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.32931494914610776,0.5860805860805861,0.6,0.33170426065162906,18,30,45,2.4880619319992547,0.3214841909993993,0.03324287899886258,,,
Hepatitis,1,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.6465673524137623,0.7841504779525131,0.875,0.7142857142857143,14,16,50,0.15065246599988313,0.0007608429987158161,0.00011552200157893822,3,4,7
Hepatitis,1,Logistic,"{""C"": 1.0}",0.6765908265908266,0.8197656490903484,0.875,0.7948717948717949,14,16,50,0.22735547499905806,0.0028482600009738235,0.00018696799997997005,,,
Hepatitis,1,BernoulliNB,"{""alpha"": 0.01}",0.8071490147605029,0.8633980881899476,0.75,0.6666666666666667,12,16,50,0.029120053000951884,0.0006618650004384108,0.00017945699983101804,,,
Hepatitis,1,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6018357072923636,0.7770582793709528,0.875,0.7948717948717949,14,16,50,3.8741625669990754,0.14864512799977092,0.05020686799980467,,,
Hepatitis,2,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.7477271436806404,0.8342584027135369,0.8125,0.6444444444444444,13,16,50,0.1728229390009801,0.0007141930000216234,0.00011114600056316704,5,11,21
Hepatitis,2,Logistic,"{""C"": 1.0}",0.7789556731517798,0.8630897317298797,0.875,0.7948717948717949,14,16,50,0.12561864599956607,0.007123106999642914,9.736499850987457e-05,,,
Hepatitis,2,BernoulliNB,"{""alpha"": 0.01}",0.7886476431764785,0.8413506012950971,0.75,0.6666666666666667,12,16,50,0.02096412300124939,0.0006176789993332932,0.0001716049991955515,,,
Hepatitis,2,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6814965268912637,0.81313598519889,0.875,0.7142857142857143,14,16,50,1.55586124599904,0.10911641900020186,0.02442047800104774,,,
Hepatitis,3,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.6730915918558938,0.7910884983040395,0.75,0.6666666666666667,12,16,50,0.1293282319984428,0.0006214450004335959,0.00010684900007618126,3,5,9
Hepatitis,3,Logistic,"{""C"": 1.0}",0.7520599546915335,0.8485969781066913,0.8125,0.7257142857142858,13,16,50,0.0710643220008933,0.002133115000106045,8.743000034883153e-05,,,
Hepatitis,3,BernoulliNB,"{""alpha"": 0.01}",0.7987136554803426,0.8556891766882515,0.8125,0.7257142857142858,13,16,50,0.021706347999497666,0.0005709399993065745,0.00016768900059105363,,,
Hepatitis,3,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6453056094232564,0.7983348751156337,0.8125,0.7257142857142858,13,16,50,1.542743126001369,0.10747912200167775,0.01297665399943071,,,
Hepatitis,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.6919114780415091,0.812827628738822,0.75,0.6666666666666667,12,16,50,0.1380853400005435,0.0018643949988472741,0.00042930900053761434,8,25,49
Hepatitis,4,Logistic,"{""C"": 1.0}",0.7151072124756336,0.8421214924452668,0.875,0.7948717948717949,14,16,50,0.09961073100021167,0.0029835210007149726,9.386999954585917e-05,,,
Hepatitis,4,BernoulliNB,"{""alpha"": 0.1}",0.772791337396359,0.8347209374036386,0.8125,0.7681159420289855,13,16,50,0.03055705100086925,0.0006417349995899713,0.00018513599934522063,,,
Hepatitis,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6868568140720038,0.8419673142152329,0.8125,0.6444444444444444,13,16,50,1.504683113000283,0.10744588200032013,0.012614524999662535,,,
Hepatitis,5,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.6581851317792197,0.776595744680851,0.75,0.42857142857142855,12,16,50,0.12739531499937584,0.0006641680010943674,0.00010595700041449163,3,7,13
Hepatitis,5,Logistic,"{""C"": 1.0}",0.7013290779467249,0.8197656490903484,0.875,0.7948717948717949,14,16,50,0.08970312400015246,0.006468769001003238,9.435999891138636e-05,,,
Hepatitis,5,BernoulliNB,"{""alpha"": 1.0}",0.7590173506840173,0.8197656490903484,0.875,0.8333333333333333,14,16,50,0.028014305999022326,0.000604989998464589,0.00016903100004128646,,,
Hepatitis,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.658280316175053,0.8128276287388222,0.8125,0.6444444444444444,13,16,50,1.4824077989997022,0.10224553199986985,0.012645621000046958,,,
Hepatitis,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.7617899822018814,0.8351834720937404,0.5333333333333333,0.4444444444444444,8,15,50,0.1290312700002687,0.0008159649987646844,0.00010707900037232321,8,24,47
Hepatitis,6,Logistic,"{""C"": 10.0}",0.7740943909068445,0.8499845821769966,0.6,0.48863636363636365,9,15,50,0.06231079300050624,0.004052091000630753,8.672900003148243e-05,,,
Hepatitis,6,BernoulliNB,"{""alpha"": 10.0}",0.769671770371304,0.864323157570151,0.8,0.7204968944099379,12,15,50,0.020923603000483126,0.0006083150001359172,0.00017277700135309715,,,
Hepatitis,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6714516295878722,0.8288621646623496,0.7333333333333333,0.5833333333333334,11,15,50,1.6085671789987828,0.11156503299935139,0.013339494998945156,,,
Hepatitis,7,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.7602711609240552,0.8290163428923836,0.8,0.64,12,15,50,0.1324230179998267,0.0006853300001239404,0.00011071500011894386,4,10,19
Hepatitis,7,Logistic,"{""C"": 100.0}",0.6891149798337844,0.7864631514030219,0.8666666666666667,0.8295454545454546,13,15,50,0.12861272200098028,0.009744503999172593,9.450099969399162e-05,,,
Hepatitis,7,BernoulliNB,"{""alpha"": 0.01}",0.7707408707408708,0.8285538082022819,0.7333333333333333,0.6590909090909092,11,15,50,0.02084117999947921,0.0005574500009970507,0.00016332299856003374,,,
Hepatitis,7,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6716206613358512,0.8071230342275671,0.8,0.64,12,15,50,1.6658925819992874,0.10669425400010368,0.012369149999358342,,,
Hepatitis,8,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 1}",0.7312986187986188,0.8285538082022819,0.8,0.64,12,15,50,0.12833724699885352,0.0006955850003578234,0.00011129599988635164,3,7,13
Hepatitis,8,Logistic,"{""C"": 1.0}",0.6882606087869245,0.8285538082022819,0.8,0.64,12,15,50,0.1020487839996349,0.0025526290010020602,9.496200073044747e-05,,,
Hepatitis,8,BernoulliNB,"{""alpha"": 0.01}",0.81220261113556,0.8714153561517114,0.8,0.7204968944099379,12,15,50,0.024277354001242202,0.0006968380002945196,0.00018842100143956486,,,
Hepatitis,8,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6589142035581664,0.8071230342275669,0.8,0.64,12,15,50,1.4734842110010504,0.10772865299986734,0.012417202000506222,,,
Hepatitis,9,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.6622478821108958,0.7858464384828863,0.8666666666666667,0.7916666666666666,13,15,50,0.1381913640016137,0.0008755229991947999,0.00010977300007652957,10,27,53
Hepatitis,9,Logistic,"{""C"": 10.0}",0.6588486138021742,0.7930928152944805,0.7333333333333333,0.5833333333333334,11,15,50,0.18533502699938253,0.01863995300118404,0.00017638300050748512,,,
Hepatitis,9,BernoulliNB,"{""alpha"": 0.01}",0.7322134634634635,0.8001850138760407,1.0,1.0,15,15,50,0.02484429799915233,0.000704027999745449,0.000190763999853516,,,
Hepatitis,9,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.5946648815319702,0.7858464384828863,0.9333333333333333,0.9068322981366459,14,15,50,1.8025560570004018,0.11759709099897009,0.012834473000111757,,,
Hepatitis,10,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.6706654383294612,0.7932469935245144,0.6666666666666666,0.4,10,15,50,0.13239795099980256,0.0007061409996822476,0.00011041499965358526,5,12,23
Hepatitis,10,Logistic,"{""C"": 1.0}",0.673243156480359,0.8143694110391612,0.8666666666666667,0.7115384615384616,13,15,50,0.0745479270008218,0.0026840999998967163,9.506099922873545e-05,,,
Hepatitis,10,BernoulliNB,"{""alpha"": 0.1}",0.76989373961914,0.8356460067838422,1.0,1.0,15,15,50,0.02337488100056362,0.0009158230004686629,0.00018062799972540233,,,
Hepatitis,10,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.6468542734237092,0.8214616096207216,0.8,0.64,12,15,50,1.586809374999575,0.11525603600057366,0.02376602299955266,,,
HorseColic,1,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 1}",0.8392575820101427,0.849085449085449,0.7837837837837838,0.7533333333333333,29,37,81,0.16298722999999882,0.0009284919997298857,0.00012020900067000184,3,8,15
HorseColic,1,Logistic,"{""C"": 0.1}",0.819488275903534,0.8368550368550368,0.8378378378378378,0.815,31,37,81,0.08754802600014955,0.0018084120001731208,8.417499884671997e-05,,,
HorseColic,1,BernoulliNB,"{""alpha"": 10.0}",0.8024050242977309,0.8187278187278187,0.7567567567567568,0.7281632653061225,28,37,81,0.021177942000576877,0.0005920009989495156,0.00016972299999906681,,,
HorseColic,1,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.8386387758820595,0.8520611520611521,0.8108108108108109,0.7791986359761296,30,37,81,1.7101464839997789,0.11411766200035345,0.02278779299922462,,,
HorseColic,2,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.8004827705248566,0.8187005187005187,0.8108108108108109,0.805701425356339,30,37,81,0.15625632100091025,0.0008094149998214561,0.00011118600014015101,3,6,11
HorseColic,2,Logistic,"{""C"": 0.1}",0.8104392821188148,0.8277914277914279,0.8378378378378378,0.827639751552795,31,37,81,0.17979957399984414,0.01030417600122746,0.00010900300003413577,,,
HorseColic,2,BernoulliNB,"{""alpha"": 1.0}",0.7982638131271068,0.8095004095004095,0.8648648648648649,0.8582375478927202,32,37,81,0.024875113998859888,0.0007114190011634491,0.00019172500105923973,,,
HorseColic,2,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8231462031710857,0.8399126399126399,0.8648648648648649,0.8582375478927202,32,37,81,1.7616045550003037,0.13558494900098594,0.012874661999376258,,,
HorseColic,3,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.8096971005672678,0.8246519246519247,0.8648648648648649,0.8489795918367347,32,37,81,0.16335349499968288,0.0008602210000390187,0.00011688399899867363,3,7,13
HorseColic,3,Logistic,"{""C"": 1.0}",0.8006515156456239,0.8157521157521158,0.7837837837837838,0.7628205128205128,29,37,81,0.15779366999959166,0.003473871000096551,9.84859998425236e-05,,,
HorseColic,3,BernoulliNB,"{""alpha"": 0.01}",0.7889464002468235,0.8035217035217035,0.8648648648648649,0.8582375478927202,32,37,81,0.024772120999841718,0.0007294560000445927,0.000195320999409887,,,
HorseColic,3,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.8227180667374453,0.8398853398853398,0.8648648648648649,0.8489795918367347,32,37,81,1.6702436929990654,0.11509631399894715,0.01283956999941438,,,
HorseColic,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.80879691353731,0.8217581217581218,0.8918918918918919,0.8850931677018633,33,37,81,0.18104121099895565,0.0011287099987384863,0.0001600579998921603,3,7,13
HorseColic,4,Logistic,"{""C"": 0.1}",0.8167422163612924,0.833906633906634,0.8378378378378378,0.8221153846153846,31,37,81,0.16359197000019776,0.0021412770001916215,9.496100028627552e-05,,,
HorseColic,4,BernoulliNB,"{""alpha"": 10.0}",0.8040026019123799,0.8218400218400218,0.7297297297297297,0.7127329192546584,27,37,81,0.02470555199943192,0.0007320290005736751,0.00019972700101789087,,,
HorseColic,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.822323633281763,0.83999453999454,0.8648648648648649,0.8542159180457052,32,37,81,1.6401476980008738,0.12188781299846596,0.023003218000667403,,,
HorseColic,5,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.7975942570747584,0.8186732186732186,0.918918918918919,0.9149425287356322,34,37,80,0.16284415699919919,0.0010972329982905649,0.00011567200090212282,5,17,33
HorseColic,5,Logistic,"{""C"": 0.1}",0.8178446068198474,0.8337974337974338,0.8108108108108109,0.7885714285714285,30,37,80,0.1361092949991871,0.005974092000542441,9.445999967283569e-05,,,
HorseColic,5,BernoulliNB,"{""alpha"": 0.01}",0.8021910273796227,0.8156975156975156,0.8108108108108109,0.7959022852639874,30,37,80,0.03577426599986211,0.0006424759994843043,0.00017357800061290618,,,
