dataset,outer_fold,model,selected_params,inner_macro_f1,inner_accuracy,outer_accuracy,outer_macro_f1,correct,total,features,selection_seconds,fit_seconds,prediction_seconds,tree_depth,tree_leaves,tree_nodes
HorseColic,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.8287234484098756,0.845864045864046,0.8378378378378378,0.8221153846153846,31,37,80,1.559676438999304,0.10982272999899578,0.02318764200026635,,,
HorseColic,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.80878583480909,0.8246792246792247,0.8918918918918919,0.8878787878787879,33,37,81,0.15355004299999564,0.0008831150007608812,0.00011257799997110851,3,7,13
HorseColic,6,Logistic,"{""C"": 0.1}",0.8041080574935634,0.8216762216762216,0.8378378378378378,0.827639751552795,31,37,81,0.0768786970002111,0.0020825100000365637,9.342900011688471e-05,,,
HorseColic,6,BernoulliNB,"{""alpha"": 0.01}",0.8093901889563782,0.8215397215397217,0.7837837837837838,0.7757575757575758,29,37,81,0.028012082999339327,0.0005836380005348474,0.00020988199867133517,,,
HorseColic,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8185970305385283,0.8337428337428338,0.8378378378378378,0.827639751552795,31,37,81,1.628669532999993,0.10466599500068696,0.012756337000610074,,,
HorseColic,7,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.8500686981881245,0.8609882609882611,0.7837837837837838,0.7533333333333333,29,37,81,0.1559136910000234,0.0008100049999484327,0.00015771499965921976,3,7,13
HorseColic,7,Logistic,"{""C"": 0.1}",0.8231350743441533,0.8399126399126399,0.7837837837837838,0.7533333333333333,29,37,81,0.09499598200090986,0.0025631850003264844,8.526599958713632e-05,,,
HorseColic,7,BernoulliNB,"{""alpha"": 10.0}",0.8182627679277846,0.833906633906634,0.8108108108108109,0.7959022852639874,30,37,81,0.021318069999324507,0.0006031080010870937,0.00017470000057073776,,,
HorseColic,7,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8410334306640695,0.854982254982255,0.7837837837837838,0.7533333333333333,29,37,81,1.7881037459992513,0.12837442199997895,0.02321948000098928,,,
HorseColic,8,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.8396447152846273,0.855009555009555,0.8378378378378378,0.827639751552795,31,37,81,0.3267344360010611,0.0013143159994797315,0.0003683079994516447,3,7,13
HorseColic,8,Logistic,"{""C"": 0.1}",0.8100735569371983,0.8277095277095277,0.8648648648648649,0.8542159180457052,32,37,81,0.3311172590001661,0.002727429000515258,0.00026428300043335184,,,
HorseColic,8,BernoulliNB,"{""alpha"": 10.0}",0.8118312155708951,0.8277368277368278,0.7567567567567568,0.7375886524822695,28,37,81,0.02781278700058465,0.0005927419988438487,0.00017223599934368394,,,
HorseColic,8,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8171665513391924,0.8338520338520339,0.8648648648648649,0.8542159180457052,32,37,81,2.1827975819996936,0.11588146299982327,0.012827602000470506,,,
HorseColic,9,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.8380271773784856,0.8493584493584493,0.8055555555555556,0.7855319148936171,29,36,81,0.15935090799939644,0.0008571159996790811,0.00011503200039442163,3,7,13
HorseColic,9,Logistic,"{""C"": 0.1}",0.8175779056452627,0.8343161343161344,0.8333333333333334,0.8125,30,36,81,0.06974270499995328,0.002200936000008369,8.588800119468942e-05,,,
HorseColic,9,BernoulliNB,"{""alpha"": 0.01}",0.797364889214275,0.81012831012831,0.7777777777777778,0.7591973244147157,28,36,81,0.02463204200103064,0.0006364569999277592,0.0001793470000848174,,,
HorseColic,9,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8170925152357172,0.8343161343161344,0.8333333333333334,0.8125,30,36,81,1.6747813160000078,0.10961922699971183,0.02326705100131221,,,
HorseColic,10,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.8320114695349062,0.8433251433251433,0.9166666666666666,0.9080851063829787,33,36,81,0.15288843899907079,0.00117832400064799,0.000169201999597135,5,22,43
HorseColic,10,Logistic,"{""C"": 0.1}",0.81554545436963,0.8313131313131312,0.8888888888888888,0.875,32,36,81,0.14486802600004012,0.0018296429989277385,8.435499876213726e-05,,,
HorseColic,10,BernoulliNB,"{""alpha"": 10.0}",0.7967126014183902,0.8132951132951133,0.8611111111111112,0.8319327731092436,31,36,81,0.020814900999539532,0.0005846299991389969,0.0001709140015009325,,,
HorseColic,10,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8253588454301896,0.8403221403221403,0.9166666666666666,0.904170363797693,33,36,81,1.6571012410004187,0.13054894899869396,0.02390842599925236,,,
Ionosphere,1,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 10}",0.9071837046275203,0.9174603174603174,0.8611111111111112,0.8319327731092436,31,36,155,0.18758039400017879,0.0013318919991434086,0.00015007299953140318,5,11,21
Ionosphere,1,Logistic,"{""C"": 0.1}",0.9035537389827848,0.9142857142857143,0.8888888888888888,0.8690909090909091,32,36,155,0.1911216959997546,0.0028186460003780667,0.0001008099989121547,,,
Ionosphere,1,BernoulliNB,"{""alpha"": 0.01}",0.8982954554954109,0.9079365079365079,0.8888888888888888,0.8690909090909091,32,36,155,0.02337316800003464,0.0007205930014606565,0.00017904600099427626,,,
Ionosphere,1,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.919659745535112,0.9269841269841269,0.8611111111111112,0.8319327731092436,31,36,155,1.718463912999141,0.12431964700044773,0.02357682699948782,,,
Ionosphere,2,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 5}",0.864131349590821,0.8799041629230309,0.8,0.7733580018501387,28,35,155,0.16787772399948153,0.0014130930012470344,0.00012865200005762745,5,13,25
Ionosphere,2,Logistic,"{""C"": 1.0}",0.915982116074107,0.9240790655884995,0.9142857142857143,0.9028677150786308,32,35,155,0.12046525000005204,0.0042043270004796796,9.372999920742586e-05,,,
Ionosphere,2,BernoulliNB,"{""alpha"": 0.01}",0.9024779254958283,0.9114705001497455,0.8857142857142857,0.8674242424242424,31,35,155,0.022025121999831754,0.0007293759990716353,0.00022694800099998247,,,
Ionosphere,2,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.912580079176689,0.9208745133273434,0.9428571428571428,0.9337121212121212,33,35,155,1.7204749070006073,0.1209253599990916,0.022712244999638642,,,
Ionosphere,3,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 10}",0.8751955280130064,0.8892183288409704,0.9714285714285714,0.967622571692877,34,35,155,0.16639223800120817,0.0012633500009542331,0.0002632310006447369,5,10,19
Ionosphere,3,Logistic,"{""C"": 0.1}",0.892854557687207,0.9050913447139862,0.9428571428571428,0.9365942028985508,33,35,155,0.09476097699916863,0.002745256000707741,8.969400005298667e-05,,,
Ionosphere,3,BernoulliNB,"{""alpha"": 1.0}",0.8879079271389262,0.8987421383647799,0.9714285714285714,0.9688888888888889,34,35,155,0.02472855600171897,0.0007939610004541464,0.00018295299923920538,,,
Ionosphere,3,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9016340644531181,0.9114405510631925,1.0,1.0,35,35,155,1.7540703300001041,0.16040948400041088,0.023645974000828573,,,
Ionosphere,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.8896514845035283,0.9018568433662774,0.9428571428571428,0.9337121212121212,33,35,155,0.17198855800052115,0.001055720998920151,0.00012420500024745706,3,6,11
Ionosphere,4,Logistic,"{""C"": 0.1}",0.89248657025278,0.9050913447139862,0.9142857142857143,0.9066666666666667,32,35,155,0.140711519999968,0.0026493029999983264,8.859199988364708e-05,,,
Ionosphere,4,BernoulliNB,"{""alpha"": 0.1}",0.9011771467075199,0.9114106019766397,0.8857142857142857,0.8776223776223776,31,35,155,0.02197589900060848,0.0006177890008984832,0.0001914449985633837,,,
Ionosphere,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9118604197218808,0.920964360587002,0.9142857142857143,0.9066666666666667,32,35,155,1.7777930590000324,0.11591378100092697,0.022925041001144564,,,
Ionosphere,5,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 1}",0.9023241339427962,0.9113806528900869,0.8571428571428571,0.8299319727891157,30,35,155,0.16953501500029233,0.0013921019999543205,0.00012115099889342673,5,15,29
Ionosphere,5,Logistic,"{""C"": 1.0}",0.9192398410743282,0.9272536687631027,0.8571428571428571,0.8194014447884417,30,35,155,0.10772487800022645,0.007837175000531715,9.781500011740718e-05,,,
Ionosphere,5,BernoulliNB,"{""alpha"": 0.01}",0.9027633456098548,0.9114405510631925,0.8857142857142857,0.8674242424242424,31,35,155,0.022261774000071455,0.0006445399994845502,0.00017635299991525244,,,
Ionosphere,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9229778296275027,0.9303683737646002,0.8857142857142857,0.8600000000000001,31,35,155,1.6710662770001363,0.12094946100114612,0.02332190200104378,,,
Ionosphere,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.8959539230416397,0.9082659478885894,0.8285714285714286,0.8011363636363636,29,35,155,0.17090005799946084,0.0010306229996785987,0.00011884699961228762,3,6,11
Ionosphere,6,Logistic,"{""C"": 0.1}",0.9039393857873012,0.91455525606469,0.9428571428571428,0.9365942028985508,33,35,155,0.12849879299938038,0.006884157000968116,9.8165999588673e-05,,,
Ionosphere,6,BernoulliNB,"{""alpha"": 0.01}",0.9088460981717644,0.9176400119796346,0.8857142857142857,0.8776223776223776,31,35,155,0.04881950199887797,0.0007441880006808788,0.016565316000196617,,,
Ionosphere,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9189042787873337,0.9272237196765499,0.9428571428571428,0.9365942028985508,33,35,155,1.6409046000007947,0.10860918300022604,0.02312890599932871,,,
Ionosphere,7,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 10}",0.854331727258182,0.8766696615753219,0.9428571428571428,0.9388111888111889,33,35,155,0.17406432600000699,0.0012619579993042862,0.00012059999971825164,5,11,21
Ionosphere,7,Logistic,"{""C"": 0.1}",0.9035778701514551,0.91455525606469,0.9714285714285714,0.9688888888888889,34,35,155,0.09018788600042171,0.0030151069986459333,0.00014833999921393115,,,
Ionosphere,7,BernoulliNB,"{""alpha"": 0.1}",0.8987396127899561,0.9082659478885894,0.9428571428571428,0.9365942028985508,33,35,155,0.03163719900112483,0.0007133020008041058,0.0002392369988228893,,,
Ionosphere,7,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.904419139286885,0.914525306978137,0.9714285714285714,0.9688888888888889,34,35,155,1.681900362000306,0.115079314000468,0.023108123999918462,,,
Ionosphere,8,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.8598033538590736,0.8734351602276131,0.9142857142857143,0.9066666666666667,32,35,155,0.17146332499942218,0.0010488210009498289,0.00012526600039564073,3,6,11
Ionosphere,8,Logistic,"{""C"": 0.1}",0.9030840334918038,0.9146750524109014,0.9142857142857143,0.9066666666666667,32,35,155,0.07177103399953921,0.003369956000824459,9.319899982074276e-05,,,
Ionosphere,8,BernoulliNB,"{""alpha"": 1.0}",0.8945097713119061,0.9051212938005392,0.9142857142857143,0.9066666666666667,32,35,155,0.021901678999711294,0.000631220000286703,0.0001816709991544485,,,
Ionosphere,8,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.9073610217440269,0.9177897574123989,0.9142857142857143,0.9066666666666667,32,35,155,1.6693592319988966,0.11437978200046928,0.0241386079997028,,,
Ionosphere,9,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 5, ""min_samples_leaf"": 10}",0.8807091230911078,0.8955076370170709,0.9142857142857143,0.911690496215307,32,35,155,0.1652017659998819,0.001282177998291445,0.00012077899918949697,5,11,21
Ionosphere,9,Logistic,"{""C"": 0.1}",0.892825801830026,0.9050314465408805,0.9142857142857143,0.9095607235142118,32,35,155,0.17185100300048362,0.009211539998432272,0.00010076000035041943,,,
Ionosphere,9,BernoulliNB,"{""alpha"": 1.0}",0.9054369191616938,0.9144953578915843,0.8857142857142857,0.8776223776223776,31,35,155,0.022376074999556295,0.0006609840002056444,0.00018181100131187122,,,
Ionosphere,9,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.8998860835754319,0.9113507038035339,0.9714285714285714,0.9698535745047372,34,35,155,1.7083250129999215,0.10846025099999679,0.023818170999220456,,,
Ionosphere,10,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 5}",0.8852931170116142,0.8985624438454627,0.8571428571428571,0.8299319727891157,30,35,155,0.16580065699963598,0.0011839120015793014,0.00012621799942280632,3,7,13
Ionosphere,10,Logistic,"{""C"": 0.1}",0.9028759820426487,0.9144354597184785,0.9142857142857143,0.9066666666666667,32,35,155,0.15869773000122223,0.006262971999603906,0.00011018399891327135,,,
Ionosphere,10,BernoulliNB,"{""alpha"": 0.1}",0.8945570269806371,0.904941599281222,0.9428571428571428,0.9388111888111889,33,35,155,0.025436869998884504,0.0009314059989264933,0.00020713799858640414,,,
Ionosphere,10,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9136224461161818,0.9238993710691824,0.8857142857142857,0.8731884057971014,31,35,155,1.7290101510006934,0.1145763149997947,0.013037303999226424,,,
Iris,1,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9702380952380952,0.9703703703703703,0.8666666666666667,0.8666666666666667,13,15,16,0.12331252800140646,0.0005684160005330341,0.00010474599912413396,3,5,9
Iris,1,Logistic,"{""C"": 0.01}",0.9628721065734415,0.9629629629629629,0.8666666666666667,0.8666666666666667,13,15,16,0.10725558500053012,0.0017306059999100398,8.582800001022406e-05,,,
Iris,1,BernoulliNB,"{""alpha"": 10.0}",0.9628721065734415,0.9629629629629629,0.8666666666666667,0.8666666666666667,13,15,16,0.022707498001182103,0.000543218999155215,0.00016081899957498536,,,
Iris,1,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9553571428571428,0.9555555555555556,0.8666666666666667,0.8666666666666667,13,15,16,1.6890047470005811,0.12041025799953786,0.013056593999863253,,,
Iris,2,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9480076334080784,0.9481481481481482,1.0,1.0,15,15,16,0.1297858380003163,0.0006646100009675138,0.0001080109996109968,3,5,9
Iris,2,Logistic,"{""C"": 0.01}",0.9406748238783834,0.9407407407407407,1.0,1.0,15,15,16,0.1341315659992688,0.0013916319985582959,7.817699952283874e-05,,,
Iris,2,BernoulliNB,"{""alpha"": 0.01}",0.9481234293247641,0.9481481481481482,1.0,1.0,15,15,16,0.030496285999106476,0.0006260320005821995,0.00022047799939173274,,,
Iris,2,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.9481234293247641,0.9481481481481482,1.0,1.0,15,15,16,1.5688491820001218,0.11868739499914227,0.01273405299980368,,,
Iris,3,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9479236812570146,0.9481481481481482,1.0,1.0,15,15,16,0.14618567300021823,0.0005551060003199382,0.00010453499999130145,3,5,9
Iris,3,Logistic,"{""C"": 10.0}",0.9555225971243769,0.9555555555555556,1.0,1.0,15,15,16,0.0638664490015799,0.003326340000057826,8.175199945981149e-05,,,
Iris,3,BernoulliNB,"{""alpha"": 0.01}",0.9480572917586266,0.9481481481481482,1.0,1.0,15,15,16,0.02124941699912597,0.0005993319991830504,0.00016385399976570625,,,
Iris,3,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9481234293247641,0.9481481481481482,1.0,1.0,15,15,16,1.5855288880011358,0.10660677799933183,0.012627645000975463,,,
Iris,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.9478907228258359,0.9481481481481481,0.8666666666666667,0.8666666666666667,13,15,16,0.12218723299884005,0.0005722620007873047,0.0001069390000338899,7,10,19
Iris,4,Logistic,"{""C"": 0.01}",0.9555225971243769,0.9555555555555556,0.8666666666666667,0.8666666666666667,13,15,16,0.06034784199982823,0.001543076999951154,8.417499884671997e-05,,,
Iris,4,BernoulliNB,"{""alpha"": 1.0}",0.9555225971243769,0.9555555555555556,0.8666666666666667,0.8666666666666667,13,15,16,0.021986714999002288,0.000590077999731875,0.00016186100037884898,,,
Iris,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.9478907228258359,0.9481481481481481,0.8666666666666667,0.8666666666666667,13,15,16,5.511104017999969,0.12318924999999581,0.023685079000642872,,,
Iris,5,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9629547233551684,0.9629629629629629,0.9333333333333333,0.9326599326599326,14,15,16,0.12389349300065078,0.0006158069991215598,0.00011977800022577867,3,5,9
Iris,5,Logistic,"{""C"": 10.0}",0.947991154192489,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.07944134999888774,0.002695302000574884,8.202200115192682e-05,,,
Iris,5,BernoulliNB,"{""alpha"": 0.01}",0.9478907228258359,0.9481481481481481,0.9333333333333333,0.9326599326599326,14,15,16,0.02154472699839971,0.0006215049997990718,0.0001644139993004501,,,
Iris,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9405423280423281,0.9407407407407408,0.9333333333333333,0.9326599326599326,14,15,16,1.7359601799998927,0.1281515099999524,0.025456114000917296,,,
Iris,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9480572917586266,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.12720058599916229,0.0005897270002606092,0.0001106650015572086,3,5,9
Iris,6,Logistic,"{""C"": 0.01}",0.9481399085403535,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.054607306999969296,0.001898886001072242,9.272799979953561e-05,,,
Iris,6,BernoulliNB,"{""alpha"": 0.01}",0.9481399085403535,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.02411270899938245,0.0006340939999063266,0.0001806090003810823,,,
Iris,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.948073770974216,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,1.7109095089999755,0.12215516000105708,0.012876460999905248,,,
Iris,7,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9480904708935856,0.9481481481481481,0.9333333333333333,0.9326599326599326,14,15,16,0.12409962000128871,0.000592120999499457,0.00010901200039370451,3,5,9
Iris,7,Logistic,"{""C"": 0.01}",0.9406913030939728,0.9407407407407407,0.9333333333333333,0.9326599326599326,14,15,16,0.11827426400122931,0.004477984999539331,0.000165655999808223,,,
Iris,7,BernoulliNB,"{""alpha"": 0.01}",0.9406913030939728,0.9407407407407407,0.9333333333333333,0.9326599326599326,14,15,16,0.021231941000223742,0.0005410060002759565,0.0001600380001036683,,,
Iris,7,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9406913030939728,0.9407407407407407,0.9333333333333333,0.9326599326599326,14,15,16,1.596360564999486,0.11026704100004281,0.012899150000521331,,,
Iris,8,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9628885857890307,0.9629629629629629,0.9333333333333333,0.9326599326599326,14,15,16,0.12106369100001757,0.0005609750005532987,0.00010479600132384803,3,5,9
Iris,8,Logistic,"{""C"": 100.0}",0.9555225971243769,0.9555555555555556,0.9333333333333333,0.9326599326599326,14,15,16,0.07329736599967873,0.0024472819986840477,7.927800106699578e-05,,,
Iris,8,BernoulliNB,"{""alpha"": 0.1}",0.9480572917586266,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.020887799000774976,0.0006028480001987191,0.0001595779995113844,,,
Iris,8,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 1}",0.9629217649239896,0.9629629629629629,0.9333333333333333,0.9326599326599326,14,15,16,1.5608923599993432,0.11690988400005153,0.024020371998631163,,,
Iris,9,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9402922520815858,0.9407407407407408,1.0,1.0,15,15,16,0.12484557000061614,0.0005678550005541183,0.00010819100134540349,3,5,9
Iris,9,Logistic,"{""C"": 0.1}",0.9405423280423281,0.9407407407407408,1.0,1.0,15,15,16,0.11724113099990063,0.001888460999907693,0.00010883199865929782,,,
Iris,9,BernoulliNB,"{""alpha"": 0.01}",0.9331763393776743,0.9333333333333335,1.0,1.0,15,15,16,0.021565858000030858,0.0006964869990042644,0.00017183499949169345,,,
Iris,9,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9402922520815858,0.9407407407407408,1.0,1.0,15,15,16,1.5463780159989255,0.10852450799939106,0.013501385999916238,,,
Iris,10,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 3, ""min_samples_leaf"": 10}",0.9477575574473361,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.1200910740008112,0.0006049700004950864,0.0001240740002685925,3,5,9
Iris,10,Logistic,"{""C"": 0.01}",0.9480904708935854,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.14123867899979814,0.0014557369995600311,7.999899935384747e-05,,,
Iris,10,BernoulliNB,"{""alpha"": 0.01}",0.9480904708935854,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,0.021435033999296138,0.0005454919992189389,0.00016002799929992761,,,
Iris,10,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.9477575574473361,0.9481481481481482,0.9333333333333333,0.9326599326599326,14,15,16,1.5975563450010668,0.11361830900023051,0.012573364001582377,,,
Led7,1,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 5}",0.7431340996405638,0.7451388888888889,0.778125,0.7774522392829004,249,320,14,0.21625202900031582,0.0028164420000393875,0.00016077899999800138,7,71,141
Led7,1,Logistic,"{""C"": 1.0}",0.7501603244719872,0.75,0.778125,0.7786399751614296,249,320,14,0.3461928730012005,0.016892151999854832,0.00012504599908425007,,,
Led7,1,BernoulliNB,"{""alpha"": 10.0}",0.7495426933497539,0.7496527777777778,0.78125,0.7815211403614155,250,320,14,0.024901543998566922,0.0007747729996481212,0.00019514999985403847,,,
Led7,1,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.7445509619600114,0.7468750000000001,0.778125,0.7773498327288809,249,320,14,2.531176084001345,0.16536913000163622,0.023486516998673324,,,
Led7,2,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 5}",0.7498350917085067,0.7513888888888888,0.709375,0.7063240478367917,227,320,14,0.22332671900039713,0.002929469999799039,0.00017552200006321073,7,74,147
Led7,2,Logistic,"{""C"": 0.1}",0.7535605849565071,0.7545138888888889,0.721875,0.7177186235429033,231,320,14,0.23208264099957887,0.03547939700001734,0.0001381149995722808,,,
Led7,2,BernoulliNB,"{""alpha"": 0.01}",0.7533608057821475,0.7541666666666668,0.725,0.7211579356675601,232,320,14,0.026233886999762035,0.0008065399997576606,0.0002291310011059977,,,
Led7,2,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.7500477561814493,0.7520833333333333,0.71875,0.7139027508992097,230,320,14,2.73925732600037,0.18651199899977655,0.03362766099962755,,,
Led7,3,CART,"{""ccp_alpha"": 0.001, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.7532847253223508,0.7552083333333334,0.753125,0.7519690482247771,241,320,14,0.2272032790006051,0.002979114000481786,0.00014421500054595526,7,39,77
Led7,3,Logistic,"{""C"": 1.0}",0.7578053420704958,0.7579861111111111,0.75,0.7492700180708983,240,320,14,0.3680990530010604,0.01768275900030858,0.00012790000073437113,,,
Led7,3,BernoulliNB,"{""alpha"": 10.0}",0.7535094568804843,0.7541666666666668,0.753125,0.7517412332801585,241,320,14,0.024701916001504287,0.0008942109998315573,0.0003589449988794513,,,
Led7,3,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.7543988040724207,0.7555555555555555,0.753125,0.7514603785054276,241,320,14,2.676336659000299,0.20045858199955546,0.033965933998842956,,,
Led7,4,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 5}",0.7488778382222829,0.7510416666666667,0.715625,0.7157000169456715,229,320,14,0.21975124799973855,0.0028380240000842605,0.00018553600057202857,7,73,145
Led7,4,Logistic,"{""C"": 0.1}",0.7541500214118204,0.7548611111111111,0.73125,0.7335180801055323,234,320,14,0.3033512479996716,0.02118586300093739,0.00014683900008094497,,,
Led7,4,BernoulliNB,"{""alpha"": 10.0}",0.7501810699467452,0.7506944444444444,0.734375,0.7371264720229229,235,320,14,0.03542826200100535,0.0007751730008749291,0.00019723299919860438,,,
Led7,4,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.7480635402997149,0.7496527777777778,0.721875,0.7218207332204069,231,320,14,2.7729552159999002,0.18219160800072132,0.034126894001019537,,,
Led7,5,CART,"{""ccp_alpha"": 0.001, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.7499978645960156,0.7517361111111112,0.734375,0.7339261987194117,235,320,14,0.22498271800031944,0.0029849830007151468,0.00017474999913247302,7,39,77
Led7,5,Logistic,"{""C"": 1.0}",0.7544163803918478,0.7552083333333334,0.73125,0.7307744425720222,234,320,14,0.3333357570008957,0.018032875999779208,0.0001301240008615423,,,
Led7,5,BernoulliNB,"{""alpha"": 10.0}",0.7563064668472834,0.7572916666666667,0.73125,0.7311722762145262,234,320,14,0.027130471000418765,0.0007842169998184545,0.0002261970003019087,,,
Led7,5,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.7494125708732859,0.7510416666666666,0.734375,0.7339261987194117,235,320,14,2.8607490840004175,0.18362384499960172,0.02399576499919931,,,
Led7,6,CART,"{""ccp_alpha"": 0.0, ""max_depth"": 10, ""min_samples_leaf"": 5}",0.7441221429790129,0.7461805555555555,0.778125,0.7753659666449646,249,320,14,0.22885981999934302,0.0027522669988684356,0.00014815000031376258,7,74,147
Led7,6,Logistic,"{""C"": 0.1}",0.7533912502967549,0.7541666666666668,0.78125,0.7802671929631161,250,320,14,0.32273800800066965,0.02946866099955514,0.00017040400052792393,,,
Led7,6,BernoulliNB,"{""alpha"": 1.0}",0.7460241504469213,0.7468750000000001,0.784375,0.7830003888503083,251,320,14,0.029207691999545204,0.0009807599999476224,0.00023039200095809065,,,
Led7,6,RandomForest,"{""max_depth"": 20, ""min_samples_leaf"": 5}",0.7460084607835289,0.7482638888888888,0.7875,0.7847706227800828,252,320,14,2.9379799439993803,0.20879803400021046,0.023756649001370533,,,
Led7,7,CART,"{""ccp_alpha"": 0.001, ""max_depth"": 10, ""min_samples_leaf"": 1}",0.7436954938440596,0.7454861111111111,0.775,0.7751565772950216,248,320,14,0.2185200050007552,0.002930532000391395,0.00014373400153999683,7,38,75
Led7,7,Logistic,"{""C"": 1.0}",0.7569467403142779,0.7572916666666667,0.7625,0.7610074700477414,244,320,14,0.26102110400097445,0.018044717000520905,0.00012634799895749893,,,
